"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	83	18801310	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	12	18801310	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	573	18801310	3.0	3.0	2.8	3.3
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by drowning and submersion"	"X71"	38	18801310	0.2	0.2	0.1	0.2
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	318	18801310	1.7	1.5	1.4	1.7
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	143	18801310	0.8	0.7	0.5	0.8
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	993	18801310	5.3	4.7	4.4	5.0
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by smoke, fire and flames"	"X76"	10	18801310	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by sharp object"	"X78"	46	18801310	0.2	0.2	0.2	0.3
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by jumping from a high place"	"X80"	58	18801310	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by jumping or lying before moving object"	"X81"	15	18801310	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by other specified means"	"X83"	15	18801310	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2010"	"2010"	"Intentional self-harm by unspecified means"	"X84"	11	18801310	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2010"	"2010"			2789	18801310	14.8	13.7	13.2	14.2
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	12	19057542	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	75	19057542	0.4	0.4	0.3	0.4
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	54	19057542	0.3	0.3	0.2	0.3
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	302	19057542	1.6	1.5	1.3	1.6
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	75	19057542	0.4	0.3	0.3	0.4
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	633	19057542	3.3	3.3	3.0	3.5
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by drowning and submersion"	"X71"	37	19057542	0.2	0.2	0.1	0.3
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	325	19057542	1.7	1.5	1.4	1.7
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	167	19057542	0.9	0.8	0.7	0.9
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	998	19057542	5.2	4.7	4.4	5.0
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by smoke, fire and flames"	"X76"	13	19057542	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by sharp object"	"X78"	44	19057542	0.2	0.2	0.1	0.2
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by jumping from a high place"	"X80"	61	19057542	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by jumping or lying before moving object"	"X81"	21	19057542	0.1	0.1	0.1	0.2
	"Florida"	"12"	"2011"	"2011"	"Intentional self-harm by unspecified means"	"X84"	26	19057542	0.1	0.1	0.1	0.2
"Total"	"Florida"	"12"	"2011"	"2011"			2880	19057542	15.1	13.9	13.4	14.5
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	15	19317568	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	79	19317568	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	63	19317568	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	316	19317568	1.6	1.5	1.3	1.6
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	11	19317568	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	70	19317568	0.4	0.3	0.2	0.4
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	641	19317568	3.3	3.3	3.1	3.6
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by drowning and submersion"	"X71"	56	19317568	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	364	19317568	1.9	1.7	1.5	1.8
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	175	19317568	0.9	0.8	0.7	1.0
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1011	19317568	5.2	4.7	4.4	5.0
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by smoke, fire and flames"	"X76"	18	19317568	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by sharp object"	"X78"	59	19317568	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by jumping from a high place"	"X80"	57	19317568	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by jumping or lying before moving object"	"X81"	29	19317568	0.2	0.1	0.1	0.2
	"Florida"	"12"	"2012"	"2012"	"Intentional self-harm by crashing of motor vehicle"	"X82"	12	19317568	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2012"	"2012"			3002	19317568	15.5	14.3	13.8	14.9
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	10	19552860	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	88	19552860	0.5	0.4	0.3	0.5
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	49	19552860	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	279	19552860	1.4	1.3	1.1	1.4
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	62	19552860	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	615	19552860	3.1	3.2	2.9	3.4
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by drowning and submersion"	"X71"	50	19552860	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	399	19552860	2.0	1.8	1.6	2.0
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	164	19552860	0.8	0.8	0.7	0.9
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1003	19552860	5.1	4.6	4.3	4.9
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by sharp object"	"X78"	59	19552860	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by jumping from a high place"	"X80"	75	19552860	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2013"	"2013"	"Intentional self-harm by jumping or lying before moving object"	"X81"	30	19552860	0.2	0.2	0.1	0.2
	"Florida"	"12"	"2013"	"2013"	"Sequelae of intentional self-harm"	"Y87.0"	10	19552860	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2013"	"2013"			2928	19552860	15.0	13.8	13.3	14.3
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	13	19893297	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	82	19893297	0.4	0.3	0.3	0.4
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	65	19893297	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	300	19893297	1.5	1.3	1.2	1.5
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	12	19893297	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	87	19893297	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	693	19893297	3.5	3.4	3.2	3.7
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by drowning and submersion"	"X71"	31	19893297	0.2	0.1	0.1	0.2
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	400	19893297	2.0	1.8	1.6	2.0
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	147	19893297	0.7	0.7	0.6	0.8
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	991	19893297	5.0	4.4	4.1	4.6
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by smoke, fire and flames"	"X76"	10	19893297	Unreliable	Unreliable	0.0	0.0
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by sharp object"	"X78"	61	19893297	0.3	0.3	0.2	0.3
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by jumping from a high place"	"X80"	77	19893297	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by jumping or lying before moving object"	"X81"	25	19893297	0.1	0.1	0.1	0.2
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm by crashing of motor vehicle"	"X82"	15	19893297	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2014"	"2014"			3035	19893297	15.3	13.9	13.4	14.4
	"Florida"	"12"	"2015"	"2015"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	11	20271272	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2015"	"2015"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	105	20271272	0.5	0.5	0.4	0.6
	"Florida"	"12"	"2015"	"2015"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	57	20271272	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	270	20271272	1.3	1.2	1.0	1.3
	"Florida"	"12"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	106	20271272	0.5	0.5	0.4	0.6
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	761	20271272	3.8	3.7	3.4	4.0
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by drowning and submersion"	"X71"	50	20271272	0.2	0.2	0.2	0.3
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	463	20271272	2.3	2.0	1.8	2.2
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	150	20271272	0.7	0.7	0.6	0.8
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1017	20271272	5.0	4.4	4.1	4.7
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by smoke, fire and flames"	"X76"	10	20271272	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by sharp object"	"X78"	51	20271272	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by jumping from a high place"	"X80"	66	20271272	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by jumping or lying before moving object"	"X81"	39	20271272	0.2	0.2	0.2	0.3
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm by crashing of motor vehicle"	"X82"	16	20271272	Unreliable	Unreliable	0.0	0.2
"Total"	"Florida"	"12"	"2015"	"2015"			3205	20271272	15.8	14.4	13.9	14.9
	"Florida"	"12"	"2016"	"2016"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	13	20612439	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	86	20612439	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2016"	"2016"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	47	20612439	0.2	0.2	0.2	0.3
	"Florida"	"12"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	269	20612439	1.3	1.1	1.0	1.2
	"Florida"	"12"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	84	20612439	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	664	20612439	3.2	3.3	3.0	3.6
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by drowning and submersion"	"X71"	55	20612439	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	482	20612439	2.3	2.1	1.9	2.3
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	168	20612439	0.8	0.8	0.6	0.9
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1022	20612439	5.0	4.2	4.0	4.5
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by sharp object"	"X78"	61	20612439	0.3	0.3	0.2	0.3
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by jumping from a high place"	"X80"	86	20612439	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by jumping or lying before moving object"	"X81"	40	20612439	0.2	0.2	0.1	0.3
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm by crashing of motor vehicle"	"X82"	18	20612439	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2016"	"2016"			3143	20612439	15.2	14.0	13.5	14.5
	"Florida"	"12"	"2017"	"2017"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	10	20984400	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	85	20984400	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2017"	"2017"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	58	20984400	0.3	0.2	0.2	0.3
	"Florida"	"12"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	248	20984400	1.2	1.0	0.9	1.2
	"Florida"	"12"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	85	20984400	0.4	0.4	0.3	0.5
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	734	20984400	3.5	3.5	3.3	3.8
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by drowning and submersion"	"X71"	44	20984400	0.2	0.2	0.1	0.3
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	483	20984400	2.3	2.0	1.8	2.2
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	170	20984400	0.8	0.7	0.6	0.8
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1070	20984400	5.1	4.4	4.2	4.7
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by smoke, fire and flames"	"X76"	11	20984400	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by sharp object"	"X78"	64	20984400	0.3	0.3	0.2	0.3
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by jumping from a high place"	"X80"	71	20984400	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by jumping or lying before moving object"	"X81"	51	20984400	0.2	0.2	0.2	0.3
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm by crashing of motor vehicle"	"X82"	10	20984400	Unreliable	Unreliable	0.0	0.1
"Total"	"Florida"	"12"	"2017"	"2017"			3227	20984400	15.4	14.0	13.5	14.5
	"Florida"	"12"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	113	21299325	0.5	0.5	0.4	0.6
	"Florida"	"12"	"2018"	"2018"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	54	21299325	0.3	0.2	0.1	0.2
	"Florida"	"12"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	235	21299325	1.1	1.0	0.8	1.1
	"Florida"	"12"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	88	21299325	0.4	0.4	0.3	0.4
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	858	21299325	4.0	4.1	3.8	4.3
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by drowning and submersion"	"X71"	66	21299325	0.3	0.3	0.2	0.4
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by handgun discharge"	"X72"	458	21299325	2.2	1.9	1.7	2.1
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	151	21299325	0.7	0.6	0.5	0.7
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1260	21299325	5.9	5.1	4.8	5.4
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by smoke, fire and flames"	"X76"	16	21299325	Unreliable	Unreliable	0.0	0.1
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by sharp object"	"X78"	76	21299325	0.4	0.3	0.2	0.4
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by jumping from a high place"	"X80"	100	21299325	0.5	0.5	0.4	0.6
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm by jumping or lying before moving object"	"X81"	41	21299325	0.2	0.2	0.1	0.2
"Total"	"Florida"	"12"	"2018"	"2018"			3567	21299325	16.7	15.2	14.6	15.7
"Total"	"Florida"	"12"					54201	370554370	14.6	13.6	13.5	13.8
	"Georgia"	"13"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	8045965	Unreliable	Unreliable	0.1	0.3
	"Georgia"	"13"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	31	8045965	0.4	0.4	0.3	0.6
	"Georgia"	"13"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	38	8045965	0.5	0.5	0.3	0.6
